SMILES,96-Plate,96-Well,16h Raw R1,16h Raw R2,16h Raw Mean,Plate IQM,16h Normalized Mean
CC(C)N(C(C)C)P(OCCC#N)O[C@H]1[C@@H](F)[C@@](N2C3=C(C(=O)N=C(NC(C(C)C)=O)N3)N=C2)([H])O[C@@H]1COC(C1=CC=C(OC)C=C1)(C1=CC=CC=C1)C1=CC=C(OC)C=C1,10-4,E02,1.259,1.277,1.268,1.1789875,1.075499104
O=C1N(C2CCC(=O)NC2=O)C(=O)C2=C1C=C(NCC(O)=O)C=C2,10-4,E03,1.185,1.19,1.1875,1.1789875,1.007220178
OC1=CC(F)=CC=C1C2=C(C(C(C)C)=NC(C(C)C)=C2CCC)[C@H](O)C.[R].[relative stereochemistry],10-4,E04,0.084,0.079,0.0815,1.1789875,0.069127111
CC(C)C1=NC(C(C)C)=C(CCC)C(C2=CC=C(F)C=C2O)=C1[C@H](O)C.[relative stereochemistry],10-4,E05,0.051,0.056,0.0535,1.1789875,0.04537792
O=C(O)COC1=CC=C(OCC2=NC(C3=CC=CC=C3Cl)=CS2)C=C1C,10-4,E06,0.988,0.972,0.98,1.1789875,0.831221705
O=C(O)CCC1=CC=C(OCC2=NC(C3=CC=CC=C3Cl)=CS2)C=C1C,10-4,E07,0.613,0.548,0.5805,1.1789875,0.492371632
O=S(C1=CC(F)=CC2=C1N(CC1=CC=C(Cl)C=C1)C1=C2CC[C@@H]1CC(O)=O)(C)=O,10-4,E08,1.156,1.157,1.1565,1.1789875,0.980926431
O=C(OCC)[C@]1(CCCCCCOC2=CC=C(Cl)C=C2)OC1,10-4,E09,1.233,1.215,1.224,1.1789875,1.038178946
ClC1=CC=C(OCCCCCC[C@]2(C(O[Na])=O)CO2)C=C1,10-4,E10,1.228,1.147,1.1875,1.1789875,1.007220178
CC(C)(OC1=CC=C(CCCC2=NC(=O)N(CC3=CC=C(C)C=C3)N2)C=C1)C(O)=O,10-4,E11,1.244,1.244,1.244,1.1789875,1.055142654
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCC3=C(C=C(C(F)(F)F)C=N3)C2)(C(C)C)C1,10-4,F02,1.175,1.181,1.178,1.1789875,0.999162417
O=C(O)CC12CCC(C3=CC=C(C4=NC5=C(N)N=CN=C5OC4(C)C)C=C3)(CC1)CC2,10-4,F03,0.572,0.559,0.5655,1.1789875,0.479648851
CCO[C@H]1CN([C@]2([H])CC[C@@](C3=CC4=C(OCO4)C=C3)(O)CC2)C[C@@H]1NC(CNC(C1=CC(C(F)(F)F)=CC=C1)=O)=O,10-4,F04,1.196,1.202,1.199,1.1789875,1.016974311
CCO[C@H]1CN([C@]2([H])CC[C@](C3=CC4=C(OCO4)C=C3)(O)CC2)C[C@@H]1NC(CNC(C1=CC(C(F)(F)F)=CC=C1)=O)=O,10-4,F05,1.152,1.149,1.1505,1.1789875,0.975837318
O=C(O)CCNC(C1=CC=C(CN([C@H]2CC[C@H](C(C)(C)C)CC2)C(NC2=CC=C(OC(F)(F)F)C=C2)=O)C=C1)=O,10-4,F06,0.047,0.048,0.0475,1.1789875,0.040288807
O=C1C(CC2=CN=C(OCC)N=C2)=CN(C2=CC=C(C(OCC)=O)C=C2)C(SCC2=CC=C(F)C=C2)=N1,10-4,F07,1.186,1.184,1.185,1.1789875,1.005099715
O=S(N(C)C[C@H]1OCCOC1)(NC1=CC=C2C=CC3=NC=C(C4=CN(C)N=C4)C=C3C(=O)C2=C1)=O,10-4,F08,1.16,1.153,1.1565,1.1789875,0.980926431
C#CCOC1=CC2=C(N(C(C)C)C(=O)N=C2C2=CC=C(C(C)C)C=C2)C=C1,10-4,F09,1.101,1.091,1.096,1.1789875,0.929611213
ClC1=CC=C(CN2C(CC(C)(C(O[Na])=O)C)=C(SC(C)(C)C)C3=C2C=CC(OCC2=NC4=CC=CC=C4C=C2)=C3)C=C1,10-4,F10,0.985,1.004,0.9945,1.1789875,0.843520394
CCCCCCC1=CC=CS1,10-4,F11,1.248,1.244,1.246,1.1789875,1.056839025
O=C(C1=CC=C2C3=C(C(NC4=CC=CC(Cl)=C4)=NC2=C1)C=CN=C3)O[Na],10-4,G02,1.237,1.236,1.2365,1.1789875,1.048781264
N#CC[C@@H](C1CCCC1)N1N=CC(C2=NC=NC3=C2C=CN3)=C1,10-4,G03,1.11,1.127,1.1185,1.1789875,0.948695385
O=C(NC1=CC=C([C@H]2CC[C@H](CC(O)=O)CC2)C=C1)C1=NN=C(NC2=CC=C(F)C(F)=C2)O1,10-4,G04,1.168,1.196,1.182,1.1789875,1.002555159
O=C1NC=CC2=C1C=C(C1=CC=CC=C1)C(C1=CC=C(CN3CCC(C4=NNC(C5=NC=CC=C5)=N4)CC3)C=C1)=N2,10-4,G05,1.14,1.162,1.151,1.1789875,0.976261411
O=C1NC([C@H]2[C@H](C)CN(CC3=CC=CC=C3)C2)=NC2=C1C=NN2C1CCOCC1,10-4,G06,1.171,1.177,1.174,1.1789875,0.995769675
N=C(N)C1=CC2=CC=C(OC(=O)C3=CC=CS3)C=C2S1,10-4,G07,1.128,1.152,1.14,1.1789875,0.966931371
FC1=CC=C(F)C(N([C@@H](C2=C(CCCC(O)=O)C=C(F)C=C2)C)S(C2=CC=C(Cl)C=C2)(=O)=O)=C1,10-4,G08,0.894,0.84,0.867,1.1789875,0.735376753
O=C1N2[C@H](C3=CC(F)=C(F)C(F)=C3)COC[C@]2([H])CC/C1=C\C1=CC(OC)=C(N2C=NC(C)=C2)C=C1,10-4,G09,1.22,1.222,1.221,1.1789875,1.03563439
N#CC1=CC=C(CCCC(O)=O)C(NC(C(C2=C3C=CC=CC3=C(F)C=C2)C)=O)=C1,10-4,G10,1.244,1.238,1.241,1.1789875,1.052598098
CC(C)N(C(C)C)P(OCCC#N)O[C@H]1[C@@H](F)[C@@](N2C(=O)NC(=O)C=C2)([H])O[C@@H]1COC(C1=CC=C(OC)C=C1)(C1=CC=CC=C1)C1=CC=C(OC)C=C1,10-4,G11,1.176,1.16,1.168,1.1789875,0.990680563
O=C1NC2=CC=CN=C2C2=C(C1)C1=C(N2)C=CC(Br)=C1,10-4,H02,1.2,1.2,1.2,1.1789875,1.017822496
O[C@H](C1=CC=CC=C1)[C@@H](C1=CC=CC=C1)O,10-4,H03,1.162,1.181,1.1715,1.1789875,0.993649212
O=C1C=CC(=O)NN1,10-4,H04,1.173,1.19,1.1815,1.1789875,1.002131066
OCC1=CNN=C1,10-4,H05,1.167,1.181,1.174,1.1789875,0.995769675
O=C1[C@@H](O)[C@@H](O)[C@]([C@@H](O)C=O)([H])O1,10-4,H06,1.179,1.183,1.181,1.1789875,1.001706973
OC(CN([C@@H]1CCCC[C@H]1N(CC(O)=O)CC(O)=O)CC(O)=O)=O,10-4,H07,1.091,1.086,1.0885,1.1789875,0.923249822
C12=C(NC(=O)C(C#N)=C1O)SC=C2C1=CC=C(C2=CC=CC=C2O)C=C1,10-4,H08,1.2,1.209,1.2045,1.1789875,1.02163933
O=C1N=C(N)C(I)=CN1[C@H]1[C@@H](F)[C@H](O)[C@@H](CO)O1,10-4,H09,1.19,1.171,1.1805,1.1789875,1.00128288
NC1=C2C(=NC=N1)N(CCCO)C(C(CCl)=O)=C2C1=CC=C(C)C=C1,10-4,H10,0.046,0.047,0.0465,1.1789875,0.039440622
N#CC1=C2N=NNC2=C(NC(NC2=C(Br)C=CC=C2)=O)C=C1,10-4,H11,0.728,0.499,0.6135,1.1789875,0.520361751
CC(C)=CC[C@@]12C3=CC=C(O)C=C3O[C@]1(O)C(=O)C1=C(O)C([C@H]3C=C(C)C[C@H](C4=C(O)C=C(O)C=C4)[C@H]3C(C3=C(O)C=C(O)C=C3)=O)=C(O)C=C1O2,1-1,A02,0.057,0.048,0.0525,1.0495625,0.050020842
O=C(C1=CC(=O)C2=CC(F)=CC=C2O1)NC1CCN(CC2=CC=C3OCOC3=C2)CC1,1-1,A03,1.046,1.026,1.036,1.0495625,0.987077949
O=CN1C(=O)/C(=C/C2=CC=C3OCOC3=C2)CC1,1-1,A04,1.052,1.02,1.036,1.0495625,0.987077949
O=C(OCCCC)NS(=O)(C1=C(C2=CC=C(CN3C=CN=C3)C=C2)C=C(CC(C)C)S1)=O,1-1,A05,1.072,1.036,1.054,1.0495625,1.004227952
CCC1=C(C(=O)OC)N=CC2=C1C1=C(C=C(OC)C(OC)=C1)N2,1-1,A06,1.035,1.015,1.025,1.0495625,0.976597392
O=C1N(CCC)C(=O)C2=C(N1CC)NC(C1=CN(CC3=CC=CC(C(F)(F)F)=C3)N=C1)=N2,1-1,A07,1.064,1.04,1.052,1.0495625,1.002322396
O=C(O[K])CCN1C(=O)/C(=C/C2=CC=C(C3=CC=C([N+]([O-])=O)C=C3)O2)SC1=S,1-1,A08,0.052,0.044,0.048,1.0495625,0.045733341
NC1=N[C@]2(N=C1C)C1=C(C=CC(C3=CC(C#CC)=CN=C3)=C1)C[C@]21CC[C@H](OC)CC1,1-1,A09,1.087,1.062,1.0745,1.0495625,1.0237599
COC1=CC(OC)=CC(C2=CC(C(N[C@H]3CCCN(C)C3)=O)=C3OCCN(C(CC)=O)CC3=C2)=C1,1-1,A10,1.081,1.066,1.0735,1.0495625,1.022807122
O=C(C1=NC2=CC(Cl)=CC=C2C(O)=C1)O[Na],1-1,A11,1.07,1.052,1.061,1.0495625,1.010897398
O=C(N(C([C@@](N([H])[H])([C@](C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])([H])[H])C1=C([H])C([H])=C(C2=C([H])C([H])=C(C(C(C([H])([H])[H])([H])[H])([H])[H])C([H])=C2[H])C([H])=C1[H])[C@@]1([H])[C@@](C2=C([H])C([H])=C([H])C([H])=N2)([H])C1([H])[H].O=C(N(C([C@@](N([H])[H])([C@](C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])([H])[H])C1=C([H])C([H])=C(C2=C([H])C([H])=C(C(C(C([H])([H])[H])([H])[H])([H])[H])C([H])=C2[H])C([H])=C1[H])[C@]1([H])[C@](C2=C([H])C([H])=C([H])C([H])=N2)([H])C1([H])[H],1-1,B02,0.045,0.045,0.045,1.0495625,0.042875007
CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO,1-1,B03,0.044,0.045,0.0445,1.0495625,0.042398618
OC[C@@H]1[C@@H](O)[C@@H](O)[C@H](N2C=NC3=C2N=CN=C3NCC2=CC=C(N)C=C2)O1,1-1,B04,1.055,1.054,1.0545,1.0495625,1.004704341
CN1CCN(C2=CC=C(N3C=C(C4=CC=NC=C4OCC4CCNCC4)C=N3)C=C2)CC1,1-1,B05,1.001,0.975,0.988,1.0495625,0.941344608
CC(C)(C)[C@H](N/C(NC#N)=N/C1=CC=C(C#N)C=C1)C,1-1,B06,1.086,1.075,1.0805,1.0495625,1.029476568
[Cl-][Te+4]1([Cl-])([Cl-])[O-]CC[O-]1,1-1,B07,1.054,1.076,1.065,1.0495625,1.014708509
O=C1N(C2=CC=CC=C2)C2=C(C=CC=C2)/C1=N/C1=CC=CC(C(F)(F)F)=C1,1-1,B08,1.084,1.072,1.078,1.0495625,1.027094623
O=[N+]([O-])C1=CN(C(C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=N1,1-1,B09,1.087,1.079,1.083,1.0495625,1.031858512
O=C(O)C1=CC(C2=CC=C(/C=C3\SC(=S)N(CC4=CC=CC=C4)C3=O)O2)=CC=C1Cl,1-1,B10,0.045,0.044,0.0445,1.0495625,0.042398618
OC[C@@H](C(O)=O)NC(N[C@H](C1=NN=C([C@@H](N)[C@H](O)C)O1)CCC(N)=O)=O,1-1,B11,1.068,1.062,1.065,1.0495625,1.014708509
O=C1N(C)C(=O)C2=C(N1C)N=C(N[C@H](C1=CC=C(OC)C(OC)=C1)CO)N2CCOC,1-1,C02,1.066,1.06,1.063,1.0495625,1.012802954
CCCC1=CC=C(C2=CC=C(N(C[C@@H](N)[C@@H](C)CC)C(=O)[C@@H]3C[C@H]3C3=CC=CC=N3)C=C2)C=C1,1-1,C03,0.044,0.045,0.0445,1.0495625,0.042398618
CC(OC1=NC=C(C(F)(F)F)C=C1)(C)C(N[C@H](C)[C@@H](C1=CC=CC(C#N)=C1)CC1=CC=C(Cl)C=C1)=O,1-1,C04,1.135,1.116,1.1255,1.0495625,1.072351575
O=C1NCCN(CC2=C(COC)C(C3=CC4=CC(C)=CC(OC)=C4S3)=C3C(N)=NC=NN23)C1,1-1,C05,1.115,1.099,1.107,1.0495625,1.054725183
O=C(OCCCCNC(N)=N)C1=CC(OC)=C(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O2)C(OC)=C1,1-1,C06,1.066,1.046,1.056,1.0495625,1.006133508
O=C1C2=C(SN=C2N(C)C)C(=O)C2=CC=CC=C12,1-1,C07,0.048,0.048,0.048,1.0495625,0.045733341
C[C@H]1[C@@]2(O[C@]([C@@]3([H])O[C@@](O)(CO)[C@H](C)C[C@@H]3C)([H])C[C@@H]2C)O[C@]([C@@]2(C)O[C@]3(O[C@]([H])([C@@H](C)/C=C(\C)C([C@H](C)C[C@H](C)C(O[Na])=O)=O)[C@H](C)[C@@H](O)C3)CC2)([H])C[C@@H]1O[C@@]1([H])O[C@H](C)[C@@H](OC)CC1,1-1,C08,0.053,0.052,0.0525,1.0495625,0.050020842
CC(N([C@H]1[C@H](O)C(C)(C)OC2=CC=C(C#N)C=C12)O)=O,1-1,C09,1.053,1.038,1.0455,1.0495625,0.99612934
N=C(N1CCOCC1)NC1=CC([C@H](C2=CC=C(C3=CC=CC=C3)C(F)=C2)C)=NO1,1-1,C10,1.057,1.043,1.05,1.0495625,1.00041684
N[C@@H](CCP(=O)(O)O)C(=O)O,1-1,C11,1.067,1.065,1.066,1.0495625,1.015661287
CC1=CC(NC2=CC3=C(C=CC=N3)C(N[C@@H]3C[C@H]4CC[C@H](N4CCC#N)C3)=N2)=NN1,1-1,D02,1.073,1.063,1.068,1.0495625,1.017566843
O=C(O)C(C(C)C)N1C(=O)/C(=C\C2=CC=C(Br)C=C2)SC1=S,1-1,D03,0.044,0.044,0.044,1.0495625,0.04192223
O=C1N(CC2=CC=CC=C2)[C@@H](C(NC(C(C(NC2CC2)=O)=O)CC2=CC=CC=C2)=O)CC1,1-1,D04,1.064,1.06,1.062,1.0495625,1.011850176
O=C(OCC)COC1=CC=C(/C=C2/SC(=S)NC2=O)C=C1OC,1-1,D05,0.048,0.113,0.0805,1.0495625,0.076698624
O=C(C)N1CCC(CN2C=NC3=C(C(C4=CC=C(C)O4)=CS3)C2=O)CC1,1-1,D06,1.037,1.039,1.038,1.0495625,0.988983505
CC1=C(C)N(CCCN2CCN(C)CC2)C2=C1C=C(OC1=CC(C(=O)N3CCN(CCC4=CC=C(F)C=C4)CC3)=CC=C1)C=C2,1-1,D07,0.881,0.762,0.8215,1.0495625,0.78270708
NC1=NC(N(CC2=CC=CS2)C2CC2)=CC(Cl)=N1,1-1,D08,1.143,1.115,1.129,1.0495625,1.075686298
O=C1/C(=C/C2=CC=C(O)C(Br)=C2)CCC/C1=C\C1=CC=C(O)C(Br)=C1,1-1,D09,0.057,0.053,0.055,1.0495625,0.052402787
O=C(C1=NC2=CC(Cl)=CC=C2C(O)=C1)O,1-1,D10,1.065,1.051,1.058,1.0495625,1.008039064
O=C1C2=C(NC(C3=CC=C(Cl)C=C3)=NC2(C(F)(F)F)C(F)(F)F)N(C)C(=O)N1C,1-1,D11,0.043,0.043,0.043,1.0495625,0.040969452
N=C(N)NCCCCC(=O)NC1=CC=C(C[C@H](NC(=O)[C@@H]2CCCN2S(=O)(=O)C2=CC=CC=C2)C(=O)O)C=C1,1-1,E02,1.063,1.05,1.0565,1.0495625,1.006609897
CC1=C2O[C@@](C)([C@]3([H])CC[C@@H](N(C)C)CC3)OC2=C(Cl)C=C1C(NCC1=C(C)C=C(C)NC1=O)=O,1-1,E03,1.076,1.074,1.075,1.0495625,1.024236289
NC1=C2N=CN(/C=C/C)C2=NC=N1,1-1,E04,1.063,1.046,1.0545,1.0495625,1.004704341
CC(C)(O)C(NCC1=CC=CC(CN2N=C(NS(=O)(C3=CC=C(Cl)S3)=O)C3=C2C=CC=C3OC)=C1)=O,1-1,E05,1.142,1.084,1.113,1.0495625,1.060441851
CN1N=CN=C1COC1=NN2C(C3=NOC(C)=C3)=NN=CC2=C1C(C)(C)C,1-1,E06,1.026,1.024,1.025,1.0495625,0.976597392
O=C(O)/C(S)=C/C1=CC=C(I)C=C1,1-1,E07,1.042,1.042,1.042,1.0495625,0.992794617
O[C@H]([C@]12NC(=O)[C@](O)(C(=C)CCO1)NC2=O)[C@@](C)(O)COC(C1=CC=CC=C1)=O,1-1,E08,1.056,1.046,1.051,1.0495625,1.001369618
[N-]=[N+]=NC1=CC=CC=C1COC(=O)NCCCC[C@H](N)C(=O)O,1-1,E09,1.06,1.044,1.052,1.0495625,1.002322396
O=C1C2=CC=CC=C2S(=O)(=O)S1,1-1,E10,1.048,1.059,1.0535,1.0495625,1.003751563
NC1=C2C(=CC(S(O)(=O)=O)=C1)C=C(S(=O)(O)=O)C=C2OS(C1=CC=C(C)C=C1)(=O)=O,1-1,E11,1.079,1.066,1.0725,1.0495625,1.021854344
CN(C)(C)=O,1-1,F02,1.058,1.054,1.056,1.0495625,1.006133508
COC1=C(OC)C(=O)C(CCCCCCCCCC[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)=C(C)C1=O,1-1,F03,0.069,0.043,0.056,1.0495625,0.053355565
O=C1C(CC2=CC=CO2)=NC2=C(CC3=CC=CC=C3)NC(C3=CC=CC(O)=C3)=CN12,1-1,F04,1.109,1.104,1.1065,1.0495625,1.054248794
O=C(O)CC1=C(C)C2=C(N(CCCCCCCC)CC2)C(NC(C(C)(C)C)=O)=C1C,1-1,F05,0.994,1.015,1.0045,1.0495625,0.957065444
O=C(C12C(C1)/C(=N\O)C1=CC=CC=C1O2)NC1=CC=CC=C1,1-1,F06,1.021,1.023,1.022,1.0495625,0.973739058
O=C1N(C2=NC(C3=CC=CC=C3)=CS2)N=C(C2=CC=CC=C2)/C1=N\NC1=CC=C(Cl)C([N+]([O-])=O)=C1,1-1,F07,0.976,0.897,0.9365,1.0495625,0.892276544
O=C(O[Na])CC1=CC(CCCCC)=CC=C1,1-1,F08,1.08,1.066,1.073,1.0495625,1.022330733
BrC1=C(N[C@@H]2C[C@H](C3=CC=CC=C3)CN(C)C2)C=NN(C)C1=O,1-1,F09,1.059,1.045,1.052,1.0495625,1.002322396
C[C@@H]1CC[C@H](NC2=C3C=CNC3=NC=N2)CN1C(C=C)=O,1-1,F10,1.054,1.056,1.055,1.0495625,1.00518073
COC1=CC(C(F)(F)F)=CC=C1C1=NC=NC2=CC(S(=O)(NC3=NC=CS3)=O)=CC=C12,1-1,F11,1.036,1.061,1.0485,1.0495625,0.998987673
O=C(C1=C(N)C2=C(C3=CC=CC(OC)=C3)N=C(SC)N=C2S1)NC(C)(C)C,1-1,G02,1.085,1.085,1.085,1.0495625,1.033764068
O=C(C1=CC2=C(C(C3=CC([N+]([O-])=O)=CC=C3F)=N1)C=CC=C2)N(C)C(C)CC,1-1,G03,1.091,1.07,1.0805,1.0495625,1.029476568
C[N+]1=CC=C(C=CC2=CNC3=C2C=CC=C3)C=C1,1-1,G04,1.08,1.071,1.0755,1.0495625,1.024712678
O=C(O)CC1=C(C)C2=C(N(CCCCCCCC)CC2)C(NC(C(C)(C)C)=O)=C1C,1-1,G05,1.008,1.033,1.0205,1.0495625,0.972309891
OC([C@@]12[C@@]([H])([C@@](O)(C)[C@H](C)CC1)C1=CC[C@]3([H])[C@]4(C)[C@]([H])(C(C)(C)[C@H](O)[C@H](O)C4)CC[C@@]3(C)[C@]1(C)CC2)=O,1-1,G06,1.108,1.07,1.089,1.0495625,1.03757518
CCC(NC1CC2=C(C=CC=C2)C(C2=CC=CC=C2)C1)=O,1-1,G07,1.09,1.077,1.0835,1.0495625,1.032334901
O=C(C1=CSC([C@H]2N(C(OC(C)(C)C)=O)CCC2)=N1)O,1-1,G08,1.055,1.044,1.0495,1.0495625,0.999940451
O=C1NCN(C2=CC=CC=C2)C12CCN(CCCOC1=CC=C(F)C=C1)CC2,1-1,G09,1.066,1.051,1.0585,1.0495625,1.008515453
ClC1=CC=C(NC2=CC(C3=CNN=C3)=CC=C2)C=C1,1-1,G10,0.701,0.54,0.6205,1.0495625,0.591198714
CN(C)CCCSC1=CC=CC=C1NC(=O)C=CC1=CC=CC=C1,1-1,G11,1.079,1.065,1.072,1.0495625,1.021377955
O=C([C@@H]1N[C@@H](CC(C)(C)C)[C@]2([C@H]1C1=CC=CC(Cl)=C1F)C(=O)NC1=C2C=CC(Cl)=C1)N[C@H]1CC[C@H](O)CC1,1-1,H02,0.697,0.567,0.632,1.0495625,0.60215566
NC1=C2N=CN(/C=C\C)C2=NC=N1,1-1,H03,1.064,1.051,1.0575,1.0495625,1.007562675
FC1=C(N2N=NC(C3=CC4=C(C=C3)N=CC=C4)=C2C)C=CC=N1,1-1,H04,1.053,1.037,1.045,1.0495625,0.995652951
O=C(C1=C2CCC3=CN=C(NC4=CC=C(N5CCN(C)CC5)C=C4OC)N=C3N2C=C1)NC1=C(CC)C=CC=C1CC,1-1,H05,0.495,0.337,0.416,1.0495625,0.396355624
